timestamp,zone,temp,hum,wind,event_type,risco_incendio
2024-01-01 00:00:00,Z1,37.8595644318039,43.02805219553081,15.354296289725015,normal,moderado
2024-01-01 01:00:00,Z3,30.511289955141955,49.50088417525589,14.243213958511513,noise,moderado
2024-01-01 02:00:00,Z3,39.55827025658695,39.02304278280575,2.8702271499353094,heat,moderado
2024-01-01 03:00:00,Z1,26.828609386510635,44.84312154120665,17.895702393533643,smoke,baixo
2024-01-01 04:00:00,Z3,39.9006403144038,38.75949335608654,25.040785443460564,heat,alto
2024-01-01 05:00:00,Z2,31.60920575900253,14.470101841659211,18.268092977201803,normal,alto
2024-01-01 06:00:00,Z4,24.09038394793141,47.05640810050765,13.006069133240317,normal,baixo
2024-01-01 07:00:00,Z1,24.20962426559104,45.66440038029318,15.746325458561673,normal,baixo
2024-01-01 08:00:00,Z3,35.70688935690454,42.29097948338267,9.869106110738278,normal,moderado
2024-01-01 09:00:00,Z1,33.34267828457568,29.514470349329077,7.899910314105124,normal,moderado
2024-01-01 10:00:00,Z1,32.83778448812655,41.186065852336135,21.27207034168779,noise,alto
2024-01-01 11:00:00,Z1,39.93371428552103,37.74060344308571,6.727146167438864,normal,moderado
2024-01-01 12:00:00,Z4,38.83900838652103,28.294845507368446,20.3289459931794,smoke,alto
2024-01-01 13:00:00,Z4,25.10043830459208,39.718177716613454,17.141659352652088,noise,baixo
2024-01-01 14:00:00,Z4,27.37033872684665,39.61776362555327,16.839872370748395,normal,baixo
2024-01-01 15:00:00,Z4,29.686934098267123,36.46372143519118,11.296262646691767,normal,baixo
2024-01-01 16:00:00,Z4,32.313740839469524,25.64171593953408,15.137641585617237,smoke,moderado
2024-01-01 17:00:00,Z3,37.84423259766627,47.290905621775366,15.644914553787054,normal,moderado
2024-01-01 18:00:00,Z4,32.99812496555616,49.96277834547602,12.544251720496192,normal,moderado
2024-01-01 19:00:00,Z4,34.98874716019948,49.25250751750331,10.47606920915682,noise,moderado
2024-01-01 20:00:00,Z1,25.94763849632274,54.26948550636345,16.38498452548685,smoke,baixo
2024-01-01 21:00:00,Z2,35.52766991381314,51.78779571159651,14.100375820938243,normal,moderado
2024-01-01 22:00:00,Z1,26.66956799428621,54.40731118318126,9.254621594915257,normal,baixo
2024-01-01 23:00:00,Z3,35.64000186505665,50.99641972669494,19.69948490399002,normal,moderado
2024-01-02 00:00:00,Z2,26.23550417005741,26.21569904184778,12.537978749175318,normal,baixo
2024-01-02 01:00:00,Z4,46.29416676420285,27.295150015142664,19.846983540790056,normal,moderado
2024-01-02 02:00:00,Z3,28.209465165921102,32.856143901675665,12.495806173655383,noise,baixo
2024-01-02 03:00:00,Z1,30.389517395090888,49.18202826385922,14.205997642126462,normal,moderado
2024-01-02 04:00:00,Z3,13.633676943299264,56.6226234388786,13.623236288891857,normal,baixo
2024-01-02 05:00:00,Z2,24.77400685822944,43.7642553115563,9.502996047079026,normal,baixo
2024-01-02 06:00:00,Z4,28.23272682190097,50.39846787434713,14.8826023713272,normal,baixo
2024-01-02 07:00:00,Z3,30.625956027730982,53.43954419584932,10.908895193356544,normal,moderado
2024-01-02 08:00:00,Z3,15.142415923792608,38.6223318905961,12.913386877131792,normal,baixo
2024-01-02 09:00:00,Z3,27.154244310843485,45.76590816614941,13.958506222110026,heat,baixo
2024-01-02 10:00:00,Z2,30.000977283734976,55.058383627853146,15.522604616716835,noise,moderado
2024-01-02 11:00:00,Z4,28.34769794595555,47.14223820379675,26.42166677235172,normal,moderado
2024-01-02 12:00:00,Z2,30.420000648463883,45.13793841542024,11.71411485391274,normal,moderado
2024-01-02 13:00:00,Z1,25.23314644481325,39.317583946753686,23.566713608246832,normal,moderado
2024-01-02 14:00:00,Z4,37.288225120513,39.66763971800578,15.328206405009038,normal,moderado
2024-01-02 15:00:00,Z3,31.860500055921,41.95499335275328,12.64197833226087,normal,moderado
2024-01-02 16:00:00,Z2,40.73684958586288,47.64750230360736,2.7166048858186165,smoke,moderado
2024-01-02 17:00:00,Z1,18.074459026245545,29.997846526104357,7.276144516111942,normal,baixo
2024-01-02 18:00:00,Z4,25.095171696650223,22.31652099213389,16.7020864123817,normal,moderado
2024-01-02 19:00:00,Z4,35.10469183520426,30.85244669901141,19.29118892677378,normal,moderado
2024-01-02 20:00:00,Z1,42.80251657112741,37.55820522181534,17.37630416853981,normal,moderado
2024-01-02 21:00:00,Z1,25.000486671307197,46.25231451027187,6.989711721966262,smoke,baixo
2024-01-02 22:00:00,Z1,21.69856572363965,49.29399433126534,17.73476011344789,normal,baixo
2024-01-02 23:00:00,Z3,23.91285362244145,36.67969603534295,13.51949798548228,normal,baixo
2024-01-03 00:00:00,Z4,27.36920613512746,42.278507662917846,18.51894340937348,heat,baixo
2024-01-03 01:00:00,Z3,24.41540080403685,36.30818162057557,13.803104112120367,normal,baixo
2024-01-03 02:00:00,Z3,30.365575031852917,26.584208460512677,21.91471167230328,normal,alto
2024-01-03 03:00:00,Z3,32.708389868396246,45.21987729605397,20.986299324289856,smoke,alto
2024-01-03 04:00:00,Z2,27.337849956364384,44.2869793696936,16.809479428640998,noise,baixo
2024-01-03 05:00:00,Z4,33.272973238676734,62.59308950690852,14.788714241696786,normal,moderado
2024-01-03 06:00:00,Z1,17.863806218793325,33.84435723917137,10.226830618699683,noise,baixo
2024-01-03 07:00:00,Z1,28.25836539292423,33.07229423424931,20.689134328152253,normal,moderado
2024-01-03 08:00:00,Z2,32.24896633355381,38.76069556633468,15.110606280836302,normal,moderado
2024-01-03 09:00:00,Z1,27.750994440555097,28.438175681780876,18.90599050854997,normal,baixo
2024-01-03 10:00:00,Z3,27.13198157858176,51.16374539569673,13.7451035050578,normal,baixo
2024-01-03 11:00:00,Z1,27.093403410030906,29.37205079219471,10.567968660164246,normal,baixo
2024-01-03 12:00:00,Z4,38.00567435379168,38.11943720206512,21.233904840560893,normal,alto
2024-01-03 13:00:00,Z4,28.22281492812252,41.4195316332078,13.403357914274524,heat,baixo
2024-01-03 14:00:00,Z2,23.285493657755897,45.40873046996176,14.608772678007798,normal,baixo
2024-01-03 15:00:00,Z1,42.8365492136636,46.97372824134448,6.312853811673282,noise,moderado
2024-01-03 16:00:00,Z2,40.46590122171154,38.697488779257945,8.985525984686603,normal,moderado
2024-01-03 17:00:00,Z2,31.39695580139657,33.4759141761298,13.045233124061994,normal,moderado
2024-01-03 18:00:00,Z4,24.078707841903142,41.63732739259856,16.49199374266428,normal,baixo
2024-01-03 19:00:00,Z1,31.663687039824648,51.17998607394901,20.32124841470091,normal,moderado
2024-01-03 20:00:00,Z1,22.63639220056667,32.45053751501878,18.11593832569693,normal,baixo
2024-01-03 21:00:00,Z2,30.03295307725074,40.97724967714856,17.91476839876647,heat,moderado
2024-01-03 22:00:00,Z3,31.740548610177964,32.45269427172352,23.49715673432313,heat,alto
